en,ja
Mole in the Hole (III),ホロウ：インポッシブル(下)
The Iron Witch (II),アイアン・ウィッチ（中）
The Iron Witch (III),アイアン・ウィッチ（下）
Seafish Canned Cat Food,猫缶・海の幸
Abnormal Normal Day,常ならぬ日常
"The Richest, the Poorest",最も富める者、即ち最も貧しき者
Not-So-Happy Past,不愉快な過去
If That is What You Wish,あなた様が望まれるのなら
[Affinity] Like a Fish in Water,[適合]水を得た魚
Anby's Movie Time,アンビーの映画タイム
Camellia Golden Week,沙羅ゴールデンウィーク
The Usefulness of Music,音楽の使いどころ
Heddy,ヘディー
Heat Haze Amplifier,増幅器「カゲロウ」
Unlucky,不幸だー！！
"Oh, So Sore!",痺れさせちゃうわよ
I&mdash;It's Burning!,燃えてきたぁぁ！
Like in a Fridge,もはや冷蔵庫の中
Ether Studies in Difficult Times,何でもエーテルって言えばいいと…
Do You Believe in Strength?,君は力を信じるか？
Weather and Music,天気と音楽
Secret Number,謎の番号
Prepare for the Gold Rush,目指せ「ゴールド」ラッシュ
Supply Boxes and Gold Rush Proxy,サプライボックスと金脈ハンター
Heavy Safe,ずっしり重い保護ケース
Midsummer Central Warehouse,「ミッドサマー」メイン倉庫
Haunted House Challenge,「暗闇ホラーハウス」挑戦
Off-Duty Mode,退勤モード
Seed Sr.,「ビッグ・シード」
Billy's Request,ビリーのお願い
Nicole's Ambition,ニコの野心
Strange Safe,変わった保護ケース
Allure of the Mysterious Treasure,秘宝の誘惑
Holiday Out of Control,失われる連休
"""Sweet Dreams Going Wrong""",「悪夢は現実に」
Damaged Small Safe,壊れた小型保護ケース
Lightweight Safe,とても軽い保護ケース
Spotless Safe,ピカピカの保護ケース
"""Joint Operation""",「群策群力」
Path of the Proxy IV,プロキシの道・Ⅳ
Path of the Proxy IV,プロキシの道・Ⅳ
Critical Node,激変ノード
Holding Hands!?,手をつなぐなんて！
Spicy Hot Hot Hot,辛い、辛い、辛あぁぁぁい！！
Public Security Office,治安局駐在所
Time System,時間システム
Plaza Walkway,広場の歩道
Silver Talent Seeker Medal,敬賢礼士銀メダル
Upgrade - Most Outrageous Group Pic,ランクアップ-最もぶっ飛んだ写真
Mewmew's Medals,にゃんきちメダル
Save Golden Week,GWを救え
"""Hollow Hunters""",「ホロウ・ハンターズ」
"""Goodbye, Holidays""",「グッバイホリデイ」
Keen Senses Medal,耳目聡明メダル
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal VIII,為善最楽メダルⅧ
Kind Helper Medal IX,為善最楽メダルⅨ
Kind Helper Medal X,為善最楽メダルⅩ
Kind Helper Medal XI,為善最楽メダルⅪ
Chivalrous Spirit Medal V,義侠精神メダルⅤ
Chivalrous Spirit Medal VI,義侠精神メダルⅥ
Chivalrous Spirit Medal VII,義侠精神メダルⅦ
Chivalrous Spirit Medal VIII,義侠精神メダルⅧ
Chivalrous Spirit Medal IX,義侠精神メダルⅨ
Timely Assistance Medal V,雪中送炭メダルⅤ
Timely Assistance Medal VI,雪中送炭メダルⅥ
Timely Assistance Medal VII,雪中送炭メダルⅦ
Timely Assistance Medal VIII,雪中送炭メダルⅧ
Timely Assistance Medal IX,雪中送炭メダルⅨ
Gold Talent Seeker Medal,敬賢礼士金メダル
"Golden Week ""Mysterious Treasure""",ゴールデンウィークの「秘宝」
Warm Bed,ふかふかなベッド
Daily Life of a PubSec Officer,治安官の一日
Eager Competitor Medal,勇躍先頭メダル
Eager Competitor Medal II,勇躍先頭メダルⅡ
Kind Soul Medal,親切熱心メダル
Kind Soul Medal II,親切熱心メダルⅡ
Benevolent Heart Medal,篤実温厚メダル
Benevolent Heart Medal II,篤実温厚メダルⅡ
Benevolent Heart Medal III,篤実温厚メダルⅢ
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal VII,為善最楽メダルⅦ
Chivalrous Spirit Medal I,義侠精神メダルⅠ
Chivalrous Spirit Medal II,義侠精神メダルⅡ
Chivalrous Spirit Medal III,義侠精神メダルⅢ
Chivalrous Spirit Medal IV,義侠精神メダルⅣ
Timely Assistance Medal I,雪中送炭メダルⅠ
Timely Assistance Medal II,雪中送炭メダルⅡ
Timely Assistance Medal III,雪中送炭メダルⅢ
Timely Assistance Medal IV,雪中送炭メダルⅣ
Silver Talent Seeker Medal,敬賢礼士銀メダル
Keen Senses Medal,耳目聡明メダル
A Hairstyle's Importance,ランクアップ-ヘアスタイルの重要性
Amy,エミー
Keen Senses Medal,耳目聡明メダル
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal V,為善最楽メダルⅤ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal VII,為善最楽メダルⅦ
Chivalrous Spirit Medal I,義侠精神メダルⅠ
A Real Public Security Officer!,ホンモノの治安官！
Chivalrous Spirit Medal II,義侠精神メダルⅡ
Chivalrous Spirit Medal III,義侠精神メダルⅢ
Chivalrous Spirit Medal IV,義侠精神メダルⅣ
Timely Assistance Medal I,雪中送炭メダルⅠ
Timely Assistance Medal II,雪中送炭メダルⅡ
Timely Assistance Medal III,雪中送炭メダルⅢ
Timely Assistance Medal IV,雪中送炭メダルⅣ
Silver Talent Seeker Medal,敬賢礼士銀メダル
The Ultimate Grand Prize,スーパー無敵の最高賞
Ollie,オーリー
Daily Life of a PubSec Officer: Friendly Shopkeeper,治安官の一日・親切な店長
Daily Life of a PubSec Officer: Go and Reapply,治安官の一日・再発行
Daily Life of a PubSec Officer: Listen to the New Rules,治安官の一日・新たなルールを聞く
Daily Life of a PubSec Officer: Back as Planned,治安官の一日・約束通り訪問
Kind Helper Medal V,為善最楽メダルⅤ
Chivalrous Spirit Medal I,義侠精神メダルⅠ
Chivalrous Spirit Medal II,義侠精神メダルⅡ
Chivalrous Spirit Medal III,義侠精神メダルⅢ
Schrodinger's Bear,シュレディンガーと熊
Conrad,コンラッド
Coffee Sorcery: Combat Simulation,コーヒー「ポーション」学-模擬実戦
Immersive Tactical Drill,実戦的戦術演習
Upgrade - Cunning Hare Nicole,ランクアップ-邪兎のニコ
Daily Life of a PubSec Officer: All Done,治安官の一日・大願成就
"""Unexpected News""",「思わぬ立ち聞き」
Paste Within the Dotted Line,点線の中に貼ってください
Direction of Destiny,運命の方角
Full Metaltone,フルメタル・ウェーブ
The Needle and the Caviar Can,ニードルとキャビアの缶詰
Honorary Citizen,栄誉市民
Lucky Start,出だし絶好調
Heatwave-Bound,熱波に向かって
"""The Other Side""",「もう一つの顔」
"""You Sure Are Awesome, Purr~""",「よくやったぷー」
Winding Roses,トキンバラの葬香
Anby's Namecard,アンビーの名刺
Nekomata's Namecard,猫又の名刺
Nicole's Namecard,ニコの名刺
Soldier 11's Namecard,「11号」の名刺
Corin's Namecard,カリンの名刺
Billy's Namecard,ビリーの名刺
Koleda's Namecard,クレタの名刺
Anton's Namecard,アンドーの名刺
Ben's Namecard,ベンの名刺
Soukaku's Namecard,蒼角の名刺
Lycaon's Namecard,ライカンの名刺
Lucy's Namecard,ルーシーの名刺
Grace's Namecard,グレースの名刺
Ellen's Namecard,エレンの名刺
Rina's Namecard,リナの名刺
Zhu Yuan's Namecard,朱鳶の名刺
Qingyi's Namecard,青衣の名刺
Jane's Namecard,ジェーンの名刺
Seth's Namecard,セスの名刺
Piper's Namecard,パイパーの名刺
"""Ending Theme""",「エンディングテーマ」
"""Patience of a Cat""",「ネコの堪忍袋」
"""Precise Focus""",「ピント合わせ」
"""Trust Your Life""",「命を託す」
"""Good Friends""",「親友」
"""Perfect Pose""",「完璧なポーズ」
"""Pink Bear""",「ピンクのくまさん」
"""Everyone Get Fired Up!""",「共に燃えようか」
"""Careful Contemplation""",「長考」
"""Take a Break""",「一休み」
"""Thank You For Requesting Me""",「ご指名ありがとうございます」
"""Little Boars, Coming Right Up""",「イノシシをどうぞ」
"""A Promise Unbroken""",「バラさないよ」
"""I'll Take Care of It""",「ま、なんとかなるでしょ」
"""The Truth""",「本音」
"""Justice and Order""",「正義と秩序」
"""Drink Hot Water""",「白湯は万病に効く」
"""Anonymity""",「名無し」
"""Leave It To Me""",「任してくれ」
"""Taste in Shows""",「番組選びのセンス」
Chivalrous Spirit Medal IV,義侠精神メダルⅣ
Timely Assistance Medal I,雪中送炭メダルⅠ
Timely Assistance Medal II,雪中送炭メダルⅡ
Timely Assistance Medal III,雪中送炭メダルⅢ
Timely Assistance Medal IV,雪中送炭メダルⅣ
Gold Talent Seeker Medal,敬賢礼士金メダル
Avocado Cafe Au Lait,アボ・カフェオレ
Lava Latte,溶岩ラテ
Cilantro Latte,パクチーラテ
Kind Helper Medal VII,為善最楽メダルⅦ
Kind Helper Medal VIII,為善最楽メダルⅧ
Kind Helper Medal IX,為善最楽メダルⅨ
Kind Helper Medal X,為善最楽メダルⅩ
Kind Helper Medal XI,為善最楽メダルⅪ
Kind Helper Medal XII,為善最楽メダルⅫ
Kind Helper Medal XIII,為善最楽メダルXIII
Kind Helper Medal XIV,為善最楽メダルXIV
Kind Helper Medal XV,為善最楽メダルXV
Kind Helper Medal XVI,為善最楽メダルXVI
Chivalrous Spirit Medal V,義侠精神メダルⅤ
Chivalrous Spirit Medal VI,義侠精神メダルⅥ
Timely Assistance Medal V,雪中送炭メダルⅤ
Timely Assistance Medal VI,雪中送炭メダルⅥ
Timely Assistance Medal VII,雪中送炭メダルⅦ
Gold Talent Seeker Medal,敬賢礼士金メダル
Keen Senses Medal,耳目聡明メダル
Kind Helper Medal I,為善最楽メダルⅠ
Kind Helper Medal II,為善最楽メダルⅡ
Kind Helper Medal III,為善最楽メダルⅢ
Kind Helper Medal IV,為善最楽メダルⅣ
Kind Helper Medal V,為善最楽メダルⅤ
Chivalrous Spirit Medal I,義侠精神メダルⅠ
Chivalrous Spirit Medal II,義侠精神メダルⅡ
Chivalrous Spirit Medal III,義侠精神メダルⅢ
Chivalrous Spirit Medal IV,義侠精神メダルⅣ
Timely Assistance Medal I,雪中送炭メダルⅠ
Timely Assistance Medal II,雪中送炭メダルⅡ
Timely Assistance Medal III,雪中送炭メダルⅢ
Timely Assistance Medal IV,雪中送炭メダルⅣ
Silver Talent Seeker Medal,敬賢礼士銀メダル
Gold Talent Seeker Medal,敬賢礼士金メダル
Lost Supply Box,サプライボックス
Making a Fool of Yourself,拙を弄して巧を成す
Perlman,チャールズ・パールマン
Leona,レオナ
Sybil,シビル
Kiki,チーちゃん
Ivy,アイビー
Reno,リノ
Ethan,イサン
NEPS Lumina Branch,治安局ルミナ分署
Sophia,ソフィア
Enrico,エンリコ
Stamina Training,フィジカルトレーニング
Ding-Dong! Maid Service,ピンポン！メイドの訪問です
You There? Can I Borrow Your Wifi?,いる？ネット借りるよ
Clover,クローバー
White Star Institute,ホワイトスター学会
Logistics Shop,兵站ショップ
"Scene One, Shot One!",第一幕、第一場！
Tusks of Fury,猛進するキバ
Flamemaker Shaker,バーニング・シェイカー
Chaos Jazz,ケイオス・ジャズ
Proto Punk,プロト・パンク
Red Moccus,真紅のモックス
Meeting Time Is Just a Suggestion,集合時間はあくまで目安
Detective Comedy,名探偵コメディ
Immersive Tactical Drill,実戦的戦術演習
Retail Industry Study Materials,販売業の学習素材
Blazing Bonds,そのアツき「キズナ」
Don't Underestimate Gaming,ランクアップ-ゲームと侮るなかれ
Ember-Crowned Overlord,燃ゆる桂冠
Born to Burn,高嶺の火花
Lawrence,ロレンス
Yuna,ユナ
Liko,リコ
With You Here to Accompany Me,傍にいてください
Connie,コニー
"Scene One, Shot One! (I)",第一幕、第一場！・その一
"[Affinity] Partners in ""Crime""",[適合]「共犯者」の連携
[Affinity] Path of Honor,[適合]共に歩む栄光の道
Ridu Overseer,新エリー都でつかまえて
Cola Can Jam,ちぇいさーっ！
Truly Elegant,ベリーエレガント
May Everyone Have a Denny,願わくば、誰もが1ディニーを持っていますように
Pupper Will Always Forgive,ワンちゃんは許してくれる
"Next Time, Surely!",次は必ず
New Power-Saving Idea,新しい節電方法
Think Again and Again,三思後考
Noodle Connoisseur,ラーメン鑑定士
Personal Image Management,イメージ管理
"""Hello, I am...""",「もしもし、こちら…」
Core Strength Training I,コアトレーニングⅠ
Core Strength Training II,コアトレーニングⅡ
Core Strength Training III,コアトレーニングⅢ
"Good Night, Sweet Dreams, Good Morning",お休み、いい夢を、そしておはよう
"""With Friends, You Are Not Lonely""",「友達がいれば、孤独じゃない」
In the Sweetness of Friendship,青青とした汝の襟
Special Episode,特別劇場
No Bank Robbery in the Apocalypse,終末世界で銀行を襲うな
Shh! Don't Speak to Ethereals!,しっ！エーテリアスと話すな！
First Symbiotic Ethereal Sighting,共生型エーテリアス初見
A Witness of Wade's Squad,ウェイド小隊を見届けし者
Lucky? Or Unlucky?,幸か不幸か
Handcuff Marriage Proposal,手錠でプロポーズ
Through the Hollow Passage We Go!,ホロウをかける少女
Cat & Mouse Game?,キャッチ・ミー・イフ・ユー・キャン
Fading to Black,主役は夜に紛れる
"Scene One, Shot One! (II)",第一幕、第一場！・その二
"Scene One, Shot One!",第一幕、第一場！
"Scene One, Shot One! (III)",第一幕、第一場！・その三
Who Is Sus,不審な人物は誰
Roaring Power,共鳴する力
The Great King of Ether,エーテルを揺るがす王
Rally! Uhn-ne uhn-ne!,あつまれ ンナンナの友
Steam Economics,スチームパンク的経済学
Hollow Monopoly,ホロウの大富豪
Counseling Hotline,お悩み相談窓口
"Don't Give Up Yet, Doc!",お医者さん、まだ助かります！
He is Still Getting Stronger!,戦闘力がまだ上がっていく！
Breaking In II,門番破りⅡ
Breaking In I,門番破りⅠ
I Want This! And That!,あれも欲しい、これも欲しい
Rookie's Guide to the Hollow,ホロウヒッチハイク・ガイド
Adventures in Wonderland,ふしぎの国
Desensitization Therapy,減感作療法
Reformed Hollow Raider,脱ホロウレイダー
Association Pioneer,協会の尖兵
Friend of White Star,ホワイトスターの友
Section 6 Certification,6課のお墨付き
Scott's Trump Card,スコットの切り札
Rookie Gardener,初心者「庭師」
Seasoned Gardener,ベテラン「庭師」
Root Eradication,根絶やし
Gimme 60 More Seconds,あと60秒ちょうだい
Sixth Street's Lord of Shadow,六分街の影のボス
The Last Hero,ラストスタンド
Conflict Terminator,紛争を終わらせる者
Hero's Journey,英雄の旅
Little Bangboo Hand-in-Hand,小さなボンプの手を取って
"Get Up, Time for Work!",起きて、出勤の時間だ！
Perfect Dodge,ジャスト回避
Spectral Twin Dancers,双生霊の舞踏
Dependable Friend,頼れる友
"One Hit, One Kill I",ワンパンキルⅠ
"One Hit, One Kill II",ワンパンキルⅡ
"One Hit, One Kill III",ワンパンキルⅢ
Strike of Lifetime I,今生の一撃Ⅰ
Strike of Lifetime II,今生の一撃Ⅱ
Strike of Lifetime III,今生の一撃Ⅲ
Quick Work,造作もない
The Fire Within I,情熱の赤い火Ⅰ
The Fire Within II,情熱の赤い火Ⅱ
The Fire Within III,情熱の赤い火Ⅲ
"Chill Out, Please I",頭冷やしなよⅠ
Shock-Like Sensation I,ビリっときたⅠ
Seemed Too Difficult I,エーテル・グルグルⅠ
Logical Argument I,理屈責めⅠ
"Chill Out, Please II",頭冷やしなよⅡ
"Chill Out, Please III",頭冷やしなよⅢ
Shock-Like Sensation II,ビリっときたⅡ
Seemed Too Difficult II,エーテル・グルグルⅡ
Logical Argument II,理屈責めⅡ
Seemed Too Difficult III,エーテル・グルグルⅢ
Shock-Like Sensation III,ビリっときたⅢ
Logical Argument III,理屈責めⅢ
Soldier 11's Movie Time,「11号」の映画タイム
Sandy,サンディ
Poised to Act,周到なる準備
Special Area,特殊エリア
Inevitable Unexpected Variable,予期せぬ変数
Area Codename: 0005,エリアコード：0005
Area Codename: 0016,エリアコード：0016
Scenario Type: D0001,シナリオケース：D0001
Scenario Type: UC-0002,シナリオケース：UC-0002
Scenario Type: UC-0003,シナリオケース：UC-0003
Scenario Type: UC-0006,シナリオケース：UC-0006
Scenario Type: D0003,シナリオケース：D0003
Scenario Type: UC-0009,シナリオケース：UC-0009
Scenario Type: UC-0011,シナリオケース：UC-0011
Scenario Type: UC-0013,シナリオケース：UC-0013
Scenario Type: UC-0014,シナリオケース：UC-0014
Area Codename: 0044,エリアコード：0044
Area Codename: 0011,エリアコード：0011
Area Codename: 0012,エリアコード：0012
Area Codename: UC-0015,エリアコード：UC-0015
Area Codename: 7777,エリアコード：7777
Area Codename: 0006,エリアコード：0006
Area Codename: 0009,エリアコード：0009
Area Codename: 0015,エリアコード：0015
Area Codename: 0018,エリアコード：0018
Area Codename: 0026,エリアコード：0026
Area Codename: 0003,エリアコード：0003
Area Codename: 0007,エリアコード：0007
Area Codename: 0043,エリアコード：0043
Area Codename: BB-01,エリアコード：BB-01
Area Codename: 0004,エリアコード：0004
Area Codename: 0028,エリアコード：0028
Area Codename: 0030,エリアコード：0030
Area Codename: 0041,エリアコード：0041
Area Codename: 0049,エリアコード：0049
Area Codename: 0027,エリアコード：0027
Area Codename: 0032,エリアコード：0032
Area Codename: 0033,エリアコード：0033
Area Codename: BB-02,エリアコード：BB-02
Area Codename: 0066,エリアコード：0066
Area Codename: 0020,エリアコード：0020
Reward Area,「ご褒美」エリア
Challenge Area,「挑戦」エリア
The Last 1%,残り1%
One-Dennyboo,1ディニーボンプ
Full Firepower,強火でドカン
Clean Sweep,一網打尽
Blooming Wind,二十四番花信風
[Ally] Officer Cui,[サポート]ツェイ巡査
The Case of Waterfall Soup,調査・麵屋錦鯉
The Hollows Bank,ホロウ銀行
Who Doesn't Love Kittens?,子猫ちゃんが嫌いな人なんていない
The Sanctuary,シェルター
Blossoming out of Ruins,廃墟の中に咲くものは
Symbiosis,共生関係
Lucky Ticket,幸運のチケット
Measurement Device,測定器
Night of the Hollow Passage,ホロウをかける夜
Hollow Proposal,ホロウでプロポーズ
Here It Once Swayed,かつてここで揺らめいたもの
Venus,「明けの明星」
Benjamin,ベンジャミン
Overlord's Feast,「覇者」歓迎の宴
Back in Business,営業再開
Basic Attack: Kazahana,通常攻撃：風花
Basic Attack: Shimotsuki,通常攻撃：霜月
Dodge: Mizutori,回避：水鳥
Dash Attack: Fuyubachi,ダッシュ攻撃：冬蜂
Dodge Counter: Kan Suzume,回避反撃：寒雀
Quick Assist: Dancing Petals,クイック支援：花信風
Special Attack: Miyuki,特殊スキル：深雪
EX Special Attack: Hisetsu,強化特殊スキル：飛雪
Chain Attack: Spring's Call,連携スキル：春来たる
Ultimate: Lingering Snow,終結スキル：なごり雪
Waterfall Soup's Special Treatment,錦鯉の特別メニュー
Humble Noodles,ラーメンに優劣なし
M&mdash;Maid's Photobook!,メ、メイドさんの写真！
Just Toss It,捨てるより燃やすほうがまし
"The Tower, Reversed",塔の逆位置
Inky's Request,黒猫ちゃんの要求
"...""Bunless Bae""?",…テンカ野人？
Impeccable,ヨウジある？
Is This a Legitimate Convenience Store?,141…じゃない…！？
A Field Trip to the Wilderness,荒野の取材
Overlord's Guest,覇者の賓客
Happy Blaze Buddy,友情に火をつけて
Look Straight Ahead When Driving,よそ見運転注意！
Under Her Starry Sky,彼女という星空のもと
A Hero is Born,英雄誕生
I Was Rich Once!,元お金持ち
Basic Attack: Rampaging Slash,通常攻撃：ランペイジスラッシュ
Basic Attack: Dead End,通常攻撃：ここは通さない！
Dodge: Adrift,回避：ドリフト
Dodge: Fiery Phantom Dash,回避：バーニング・シャドウ
Dash Attack: Hog Rush,ダッシュ攻撃：猪突猛進
Dodge Counter: Eye For an Eye,回避反撃：牙には牙を
Quick Assist: Lane Change,支援スキル：車線変更
Defensive Assist: Aegis Shield,パリィ支援：イージスの盾
Assist Follow-Up: Aiding Blade,支援突撃：支える剣
Chain Attack: Road Rage Slam,連携スキル：ロードレイジスラム
Ultimate: Savage Smash,終結スキル：サベージスマッシュ
Core Passive: Barrier of Resilience,コアパッシブ：堅固な壁
Additional Ability: Battle Spirit,追加能力：ほとばしる闘志
Special Attack: Shockwave Shield Bash,特殊スキル：シールドバッシュ
Special Attack: Roaring Thrust,特殊スキル：轟きのスラスト
EX Special Attack: Parry Counter,強化特殊スキル：カウンターパリィ
EX Special Attack: Overpowered Shield Bash,強化特殊スキル：圧倒的シールドバッシュ
Stance Switch,攻防一転
Tour de Inferno (A),ツール・ド・インフェルノ（上）
Basic Attack: Direct Flame Blend,通常攻撃：フレイム・ビルド
Basic Attack: Mixed Flame Blend,通常攻撃：フレイム・ブレンド
Faunus Quarter,ファヌス区
Dash Attack: Dangerous Fermentation,ダッシュ攻撃：アブない醸造
Dodge Counter: Fluttering Steps,回避反撃：フラッシュ・シェイキング
Quick Assist: Energizing Specialty Drink,クイック支援：シャキッと爽快
Defensive Assist: Smoky Cauldron,パリィ支援：オイリー・スモーク
Assist Follow-Up: Scorching Dew,支援突撃：ファイアリー・ブリュー
Special Attack: Intense Heat Aging Method,特殊スキル：ヒートエイジング・メソッド
EX Special Attack: Intense Heat Stirring Method,強化特殊スキル：ヒートシェイキング・メソッド
EX Special Attack: Intense Heat Stirring Method - Double Shot,強化特殊スキル：ヒートシェイキング・メソッド・ダブル
Chain Attack: Fuel-Fed Flame,連携スキル：フューエル・フレイム
Ultimate: Glorious Inferno,終結スキル：炎のどんちゃん騒ぎ
Core Passive: Nitro-Fuel Cocktail,コアパッシブ：スペシャルフューエル
Additional Ability: Fire Kindling,追加能力：燃え広がる小火
"Dearest Friend, Four Feet Off the Ground",地に足が着かない親友
The Chasm,大地溝帯
Scared Visitor,挙動不審の来客
Blazewood,ブレイズウッド
Tour de Inferno,ツール・ド・インフェルノ
Kasa,カーサ
Old Demir,デミルじいさん
Large Deposit Certificate,大口預金
I Found a Penny in the Hollow,ホロウの沙汰もディニー次第
Forcing Growth,成長する抜苗
Weeding Specialist,芝刈り職人
Roadside Stop,緊急路上駐車
No Worries When It Rains,傘は要らない
Loot Thief,全面抗争
Not a Single Nap!,居眠りゼロ！
United Against a Common Enemy,共通の敵
Old Customer &mdash; New Business,常連さんの新規依頼
Outer Ring Speed Legend,郊外最速伝説
Perfect Drift,完璧なドリフト
Appon and Ono,転蓬と荒野
Efficient Jailbreak Comes With Fireworks,効率的脱獄に、打ち上げ花火を
Zero Key,零号暗号化キー
HIA Commemorative Coin - Lumina,協会記念コイン・ルミナ
HIA Commemorative Coin - Blazewood,協会記念コイン・ブレイズウッド
Scarlet Engine,スカーレットエンジン
Higher Dimensional Data: Stealth Phantom,高次元データ：奇襲する魅影
Corrupted Overlord - Pompey,「覇者侵蝕体・ポンペイ」
Doppelganger - Jane,ドッペルゲンガー・ジェーン
Hunter and Beast,狩人と凶獣
A Different Path,新たな道
Outer Ring Journey,郊外の旅
Beneath the Legend,伝説の裏
Data Collection,データ収集
Source Procurement,工場直販
Leak Scandal,裏切り疑惑
Tour de Inferno (B),ツール・ド・インフェルノ（下）
Unexpected Challenge,思いがけない挑戦
Today's Relaxation Plan,本日のリラックス計画
Time for a Ride,ツーリングタイム
Fossor,フォッソル
Fossor - Energized,フォッソル・蓄エネ型
Sordidus,ソルデドゥス
Sordidus - Energized,ソルデドゥス・蓄エネ型
Ionized - Doppelganger - Bellum,電離体・ドッペルゲンガー・ベルラム
Pulchra,プルクラ
Ionized - Doppelganger - Pulchra,電離体・ドッペルゲンガー・プルクラ
Ionized - Doppelganger - Mors,電離体・ドッペルゲンガー・モルス
Corrupted Overlord - Pompey,「覇者侵蝕体・ポンペイ」
Hati Pack Leader &mdash; Energized,ハティアルファ・蓄エネ型
Ionized - Doppelganger - Jane,電離体・ドッペルゲンガー・ジェーン
Autonomous Tactical Unit &mdash; Shielded Defender,自律戦術ユニット・「シールドディフェンダー」
Flawless Disguise,完璧なる偽装
Guardian,孤児院の先生
Early-Bird Buyer,朝一で朝市
Betrayed or Not,背反と疑惑の終点
Great Builder's Certificate,「偉大なる建設者」の証明書
Tuning Calibrator,調律チューナー
Mysterious Visitor,謎の来客
Backup Battery Charge,予備バッテリー
Restart Selectable A-Rank Weapon Chest,A級音動機指定パック・再始動
Engagement Record Points,活躍度ポイント
Won't Fall Asleep!,眠らせない！
The Race From Which a Hero Was Born,英雄誕生ツーリング
Massages Save Humanity,マッサージは人類を救う
Quick-Thinking to Self-Rescue,いざ自力救済
Leisurely Lull: Unexpected New Customer,ゆったりとしたひと時・予期せぬ新規顧客
The More Things Change...,変わらぬ風景、変わりゆく人々
Tracking Operation,尾行作戦
Ridu Holidays,エリーの休日
The Hero Returns,英雄の帰還
Gates of the Past,往日の扉
The Lure of Home?,実家からの魔の手？
Reason for Anger,怒ってる理由
Anomaly Proficiency,異常マスタリー
Tastebuds Off-Switch,ボタンひとつで味覚オフ
Poloff,ポルフ
"The Weather's Great, Let's Go for a Walk",晴れたら、お散歩日和
Tin Master Special,ティンズ・スペシャル
Trusty Travel Companion,旅は道連れ
Secret Mission,極秘任務
Finally Rented Out,やっと借りられた
Don't Walk Alone,ノット・アローン
When Opportunities Converge,邂逅の刻
Welcome to Cheesetopia,「チートピア」へようこそ
Hidden Menu,隠しメニュー
A Six Star Rating,六つ星評価
Cheese is Power,チーズこそ力
Data Bounty: Combat Simulation,データ懸賞-模擬実戦
Investigator Training Course,調査員講座
Path Clearer I,新しい道を切り拓くⅠ
Path Clearer II,新しい道を切り拓くⅡ
Path Clearer III,新しい道を切り拓くⅢ
Do Panda Dolls Drink Machine-Ground Coffee?,ぬいぐるみのパンダは挽き立てコーヒーを飲むか？
Resolve to Become an Attendant,執事になる覚悟
Glowing Green & Gold,翠と金色に光りて
"""Interview Incident""",「インタビュー事故」
Film Curator,映画マスター
Proxy Parent: Precise Location,代理保護者・正確な位置特定
Cactus Flower's Invitation (I),サボテン花の誘い・その一
Goodbye Mysterious Visitor,またまた謎の来客
Dynamic Wallpaper: Anby,ライブ壁紙 アンビー
Dynamic Wallpaper: Anton,ライブ壁紙 アンドー
Dynamic Wallpaper: Ben,ライブ壁紙 ベン
Dynamic Wallpaper: Billy,ライブ壁紙 ビリー
Dynamic Wallpaper: Caesar,ライブ壁紙 シーザー
Dynamic Wallpaper: Corin,ライブ壁紙 カリン
Dynamic Wallpaper: Ellen,ライブ壁紙 エレン
Dynamic Wallpaper: Grace,ライブ壁紙 グレース
Dynamic Wallpaper: Jane,ライブ壁紙 ジェーン
Dynamic Wallpaper: Koleda,ライブ壁紙 クレタ
Dynamic Wallpaper: Lucy,ライブ壁紙 ルーシー
Dynamic Wallpaper: Lycaon,ライブ壁紙 ライカン
Dynamic Wallpaper: Nekomata,ライブ壁紙 猫又
Dynamic Wallpaper: Nicole,ライブ壁紙 ニコ
Dynamic Wallpaper: Piper,ライブ壁紙 パイパー
Dynamic Wallpaper: Qingyi,ライブ壁紙 青衣
Dynamic Wallpaper: Rina,ライブ壁紙 リナ
Dynamic Wallpaper: Seth,ライブ壁紙 セス
Dynamic Wallpaper: Zhu Yuan,ライブ壁紙 朱鳶
Whispering River Breeze,川風は何も語らない
Cactus Flower's Invitation (I),サボテン花の誘い・その一
Unexpected Commission: See You at the Parking Lot,予期せぬ依頼・駐車場で会おう
Proxy Parent: Bangboo Search,代理保護者・ボンプ探し
"More Bears in the Story, Please",物語に熊を添えて
Remember to Warm Up Before Training,準備運動を忘れずに
Bangboo Party - Sixth Street,ボンプ交流会・六分街
Piper's Playlist,パイパーからの頼み
[Affinity] Power of Hope,[適合]希望の力
[Affinity] Lady-Like Charge,[適合]お嬢様突撃
[Affinity] Overlord's Accompaniment,[適合]覇者と共に
