Quick Assist: Wind Through the Pines,"When the on-field character is launched, press  to activate:  Leap into the air and perform a downward strike, dealing Electric DMG.  Character is invulnerable while using this skill.",クイック支援：風入松,操作しているメンバーが吹き飛ばされた時に、  を押して発動：  飛び上がった後に落下攻撃を放ち、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Defensive Assist: Graceful Embellishment,"When the on-field character is about to be attacked, press  to activate:  Parries the enemy's attack, dealing massive Daze.  Character is invulnerable while using this skill.",パリィ支援：錦上の花,出場中のメンバーが攻撃されそうになった時に、  を押して発動：  敵の攻撃をパリィし、ブレイク値を大量に蓄積させる。  パリィ性能はかなり高い。激しい攻撃を受けている際は、「支援ポイント」の消費量が減少する。  スキル発動中、無敵効果を得る。
Assist Follow-Up: Song of the Clear River,"Press  after a Defensive Assist to activate:  Dash forward quickly and inject electrical energy into the ground, then pull back to trigger an explosion, dealing Electric DMG.  Character is invulnerable while using this skill.",支援突撃：清江引,『パリィ支援』発動後、  を押して発動：  前方に素早く突進攻撃を放ち、地面に電流を流す。その後爆発を起こし、電気属性ダメージを与える。  スキル発動中、無敵効果を得る。
Special Attack: Sunlit Glory,"Press  to activate:  Quickly strikes upward, followed by a downward smash, dealing Electric DMG.  Anti-Interrupt level is increased while using this skill.",特殊スキル：昼錦堂, を押して発動：  前方に素早く打ち上げ攻撃を行った後、振り下ろし攻撃を放ち、電気属性ダメージを与える。  スキル発動中、中断耐性レベルがアップする。
EX Special Attack: Moonlit Begonia,"With enough Energy, press  to activate:  Quickly strikes upward and leaps into the air, turning around to launch a series of strikes, then follows up with a powerful downward smash, dealing massive Electric DMG.  Hold  to consume additional energy to increase the combo hits of the series of strikes.  Character is invulnerable while using this skill.  After executing the move, you can immediately follow up with the 3rd-hit of a Basic Attack.",強化特殊スキル：月上海棠,エネルギーが溜まっている状態で  を押して発動：  前方に素早く打ち上げ攻撃を行った後に飛び上がり、身を翻して連続攻撃した後に強力な振り下ろし攻撃を放ち、電気属性ダメージを大量に与える。   を長押しした時、エネルギーを追加で消費して、身を翻して連続攻撃できる回数を増やす。  スキル発動中、無敵効果を得る。  スキル発動後、そのまま『通常攻撃』の3段目に繋げることが可能。
Chain Attack: Tranquil Serenade,"When a Chain Attack is triggered, select Qingyi to activate:  Launch a series of powerful strikes over a large area in front, dealing massive Electric DMG.  When this attack hits an enemy, the skill's DMG increases by 3% for every stack of Subjugation in Core Passive: Eternal Seasons the target has. Character is invulnerable while using this skill.",連携スキル：太平令,『連携スキル』開始時に、対応するエージェントを選択して発動：  前方広範囲に強力な連続打撃を放ち、電気属性ダメージを大量に与える。  攻撃が命中した敵が『コアパッシブ：千秋万歳』による「征服」を1重所持するごとに、スキルがその敵に与えるダメージ+3%。  スキル発動中、無敵効果を得る。
Ultimate: Eight Sounds of Ganzhou,"When Decibel Rating is at Maximum, press  to activate: Launch a series of powerful strikes over a large area in front, followed by a Finishing Move, dealing massive Electric DMG. Character is invulnerable while using this skill.",終結スキル：八声甘州,デシベルレートが『Maximum』に達した時に  を押して発動：  前方広範囲に強力な連続打撃を行った後、とどめの一撃を放ち、電気属性ダメージを大量に与える。  スキル発動中、無敵効果を得る。
Core Passive: Eternal Seasons,"When Qingyi lands a Finishing Strike on an enemy with her Basic Attack: Enchanted Moonlit Blossoms, it applies 5 stacks of Subjugation to the enemy, stacking up to 20 times. Each stack of Subjugation increases the target's Stun DMG Multiplier by 2%. For each rush attack performed during Basic Attack: Enchanted Moonlit Blossoms, the finishing strike will apply 1 extra stack of Subjugation. If Perfect Dodge is triggered when using the finishing strike, it directly applies Subjugation. When applying Subjugation to normal and elite enemies, the target receives double the stacks. When the target recovers from being Stunned, the corresponding stacks of Subjugation are reset.",コアパッシブ：千秋万歳,『通常攻撃：酔花月雲転』のとどめの一撃が敵に命中した時、敵に「征服」を5重付与する、最大20重まで。「征服」1重につき、ターゲットのブレイク弱体倍率+2/2.4/2.7/3/3.4/3.7/4%。『通常攻撃：酔花月雲転』の突進攻撃を1回発動するたびに、とどめの一撃が追加で「征服」を1重付与する。とどめの一撃の際に『極限回避』が発動した場合、即座に「征服」を10重付与する。通常エネミーまたは精鋭エネミーに対しては、付与する「征服」の重数が2倍になる。ターゲットがブレイク状態から復帰した時、「征服」の重数がリセットされる。
Additional Ability: Three Verses of Farewell at Yang Pass,"Activated when there is at least 1 Attack-type character or a character from the same faction in your squad:  Basic Attacks deal 20% increased Daze. If Qingyi's Impact is greater than 120, each point over increases her ATK by 6, up to a maximum of 600.",追加能力：陽関三畳,チームに[強攻]のメンバーまたは自身と同じ陣営のメンバーがいる時に発動：  『通常攻撃』の与えるブレイク値+20%。また、青衣の衝撃力が120Ptを上回る場合、1Pt上回るごとに自身の攻撃力+6Pt、この効果によってアップできる攻撃力は最大600Ptまで。
Luxurious Cat House,"Orphie & Magus' Special Attack: Corrosive Flash , EX Special Attack: Crimson Vortex , EX Special Attack: Heat Charge , and EX Special Attack: Fiery Eruption ignore 15% of target's Fire RES , and Agents with Zeroed In deal 20% increased DMG. The corners of Orphie's room are filled with all sorts of cat supplies: a cat tree for climbing, a soft cushion, a scratching post that won't break, and carefully selected toys... ""I'm always worried about finding a sick, homeless cat near the outpost... If I have these things ready in advance, it'll be easier for them to stay here..."" ""Though we can't keep cats in the camp... I'll definitely find a kind owner for them within the captain's deadline!"" ""But Orphie, those things have been in the dorm for three years, and you still haven't found such a cat!""",豪奢猫屋敷,オルペウス＆「鬼火」の『特殊スキル：蝕光一閃』、『強化特殊スキル：灼紅の渦』、 『強化特殊スキル：蓄熱チャージ』、『強化特殊スキル：烈炎噴射』が与えるダメージは敵の 炎属性ダメージ耐性 を15%を無視する。 「フォーカス」状態のメンバーの与ダメージ+20%。 オルペウスの部屋の隅は、猫グッズで埋め尽くされている。 上り下りできるキャットタワーにふかふかのクッション、丈夫な爪とぎ、そして厳選されたおもちゃたち… 「前哨基地の近くで、病気の野良猫ちゃんに出会うかもしれませんから…こうしてしっかり備えておけば、すぐにここで面倒を見てあげられるのであります…」 「でも、基地でペットは禁止ですから…もしそんな子に出会ったら、必ず隊長が定めた期限内に、優しい飼い主さんを見つけてあげるであります！」 「そうは言うがな、オルペウス…こんなものを寮に置いて3年は経つが、一度だってそんな猫は現れないじゃないか！」
Weird Food List,"When Orphie & Magus launch an Aftershock , restore 65 Decibels. This effect can trigger once every 4s. After Orphie & Magus use their Ultimate , their ATK increases by 20% for up to 45s. Sea grape popcorn, sakura peach seafood porridge, spicy strawberry braised tofu... Orphie sometimes tries foods with bizarre flavors, all chaotically listed on the list at the corner of her desk. ""While tasty food is tempting, interesting flavors are worth trying too! ...Just as long as they're not bitter!"" ""Hey Proxy, wanna try my favorite ultra-spicy strawberry coconut candy? I've already unwrapped it for you—"" ""Soldier Orphie, your weird tastes are gonna scare away all your friends one day!""",変な食品リスト,オルペウス＆「鬼火」は『追加攻撃』を発動するたびにデシベル値を65Pt獲得する、4秒に1回のみ発動可能。 オルペウス＆「鬼火」は『終結スキル』を発動した後、自身の攻撃力+20%、最大継続時間45秒。 海ぶどうポップコーン、さくらんぼシーフードのおかゆ、マーボーいちご豆腐…オルペウスはときどき変わった味の食べ物に挑戦し、彼女の机の隅には次なる珍味がぎっしり書き連ねられたリストがある。 「美味しいものも魅力的でありますが、面白いものも試す価値があるというか…！でも、苦いのだけはイヤであります！」 「そうそう、プロキシ殿！自分のイチオシ…激辛いちごココナッツキャンディーはどうですか？ほらっ、包み紙も剥いといてあげました！」 「オルペウス、そんな奇行を繰り返してたらいつか友達がいなくなるぞ！」
Tactics Manual,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 No one knows what's written in the ""Tactics Manual: Orphie's Special Extension"" sitting on the young lady's bedside table, not even Captain Magus... ""'Annihilation-1', 'Retreat-3', 'Patrol-2'... Oh, and 'Social Rendezvous-5'!"" ""Hold up, Orphie, since when did the tactical strategies for social rendezvous expand to five entries?!"" ""I was just testing if you were familiar enough with the Tactics Manual, hehe! You passed, Captain!""",『戦術マニュアル』,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 少女のベッド脇に置かれた『戦術マニュアル・オルペ・スペシャル』にいったい何が書かれているのかは、「鬼火」隊長もはっきりとは知らない… 「『殲滅・Ⅰ』、『撤退・Ⅲ』、『巡回・Ⅱ』…あっ、それから『デート・Ⅴ』というのもあります！」 「Ⅴ！？オルペウス…いつの間にデート戦術を5つに増やしたんだ！？」 「えへへ！今のは隊長がマニュアルをちゃんと把握しているか、テストしたのであります！花マルでありますよ！隊長！」
Pink Holster,"Initial duration of Zeroed In increases to 16s, and Orphie & Magus's EX Special Attack: Heat Charge and Ultimate: Dance With Fire DMG increases by 40%. Magus never responds to empty threats, which is exactly why Orphie actually bought a pink holster. It sits in the bottom drawer of the storage locker, serving as a constant reminder for Magus to watch her words — though with limited success. ""Captain, I've told you before, think thrice before speaking, or you'll end up hurting others!"" ""Those punks deserved those bullets! Wait, Orphie... Squad Member Orphie, I order you to put that horrendously pink thing down!""",ピンクのホルスター,「フォーカス」の基本継続時間が16秒になる。 オルペウス＆「鬼火」の『強化特殊スキル：蓄熱チャージ』または『終結スキル：灼炎と舞う』の与えるダメージ+40%。 「鬼火」は口先だけの脅しには決して動じない。 だからこそオルペウスは、本当にピンク色のホルスターを用意している。 ロッカーの一番下にしまわれたそれは言葉遣いに気を付けようという、「鬼火」に対する戒めであり…限定的だが効果はある。 「隊長、この前も言ったでありますよね？言葉には思いやり！でないと人を傷つけてしまうのでありますよっ！」 「フン！ああいうチンピラどもには、一回ガツンと言わないと…待てオルペウス…オルペウス隊員！命令だ！そのピンクのやつを私に近づけるな！！」
Ferry Toll,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2 It was Orphie who placed the silver, gleaming commemorative coin right at the entrance where anyone could see it. ""Where could that silver coin for crossing the River of the underworld be~"" ""How about... making a set of commemorative coins like this? Using the squad emblem as the design, as a symbol of our squad spirit."" ""So a badge of moonlight can be born from black flames...?"" ""Stop saying things nobody understands, Soldier 11! But Trigger's idea is great! We could even put all the squad members' names on the back! What do you think, Captain?"" ""Approved.""",冥府の記念コイン,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 オルペウスはあの銀色に光る記念コインを、部屋に入ったらすぐ目につく場所に置いた。 「冥府の川の渡し賃～いったいどこにあるのかな～」 「そうですね…小隊の紋章をあしらった記念コインを作ってみませんか？私たちオボルスの精神的象徴にもなると思います」 「そう…漆黒の炎の中から、月光のような勲章が生まれるのね…」 「『11号』さんがまたよく分からないことを…それはそうとして、『トリガー』さんの提案はすごくいいと思うであります。コインの裏にみんなの名前を入れたりとかできますし…！隊長！どうでしょうか？」 「フン…いいだろう」
Magic Seed,"With enough energy, after the fire blade attack of Basic Attack: High-Pressure Flamethrower , press to immediately follow up with EX Special Attack: Crimson Vortex . When the fire blade attack of Basic Attack: High-Pressure Flamethrower is activated, recover 10 Bottled Heat , and the Interrupt Level during the low firepower phase of EX Special Attack: Heat Charge will also increase. When the laser from EX Special Attack: Heat Charge or Ultimate hits enemies, it deals additional Fire DMG equal to 250% of Orphie & Magus's ATK. This effect can trigger once every 0.5s and is counted as EX Special Attack and Aftershock DMG. ""Captain, this kind of seed won't grow into a flower. Just like me... no matter how hard I try, nothing ever comes of it..."" ""Orphie, this is a magic seed. Though it can't bloom or sprout on its own, it helps other seeds grow into mighty trees... Just keep it with you, and it will bring you good fortune."" ""Like me, it will always stay by your side, Orphie, watching as you gradually become the finest soldier."" —Facing that tiny figure who clumsily wipes away tears with her palms, her face twisted with hurt and sadness, Magus's voice flowed from her muzzle with a gentleness never heard before.",魔法の種,エネルギーが十分な時、『通常攻撃：高圧火炎』の炎刃攻撃後に『強化特殊スキル』ボタンを短押しすることで、そのまま『強化特殊スキル：灼紅の渦』に繋げることが可能。 『通常攻撃：高圧火炎』の炎刃攻撃発動時、「蓄炎」を10Pt獲得し、『強化特殊スキル：蓄熱チャージ』低火力期間中の中断レベルもアップする。 『強化特殊スキル：蓄熱チャージ』または『終結スキル』のビームが敵に命中した時、追加でオルペウス＆「鬼火」の攻撃力250%分の 炎属性ダメージ を与える。 この効果は0.5秒に1回まで発動可能で、 このダメージは『強化特殊スキル』および『追加攻撃』ダメージとみなされる。 「隊長…きっとこの種はもうだめであります…自分といっしょで、どんなに頑張っても実らない種なのであります…」 「オルペウス。これは…魔法の種だ。自分は花を咲かせない代わりに、他の種を大きな木にする…そんな幸運を呼ぶ種なんだ」 「この種を、いつもお前の傍にいる隊長だと思え。お前が最高の兵士となる道の一歩一歩を、見守っているんだ…こいつもな」 ――涙でぐしゃぐしゃになった顔を拭い、悲しみにくれる小さな姿を前に…「鬼火」の銃口からは、かつてないほど優しい声が漏れていた。
Basic Attack: High-Pressure Flamethrower,"Press  to activate:  Unleashes up to 5 attacks in front, followed by a powerful flame blade strike, dealing Physical DMG and Fire DMG.",通常攻撃：高圧火炎, を押して発動： 前方に最大5段の攻撃を放ち、その後強力な炎刃攻撃を繰り出し、物理属性ダメージと炎属性ダメージを与える。
Dodge: Flickering Flames,Press  to activate:  A quick dash dodge.  Character is invulnerable while using this skill.,回避：揺らめく炎光, を押して発動： ダッシュで高速回避する。 スキル発動中、無敵効果を得る。
Dash Attack: Rush Command,"Press  during a dodge to activate:  Perform a quick forward attack, dealing Physical DMG.",ダッシュ攻撃：突撃命令,回避時に  を押して発動： 前方に素早く攻撃を放ち、物理属性ダメージを与える。
Dodge Counter: Counter Strike Opportunity,"Press  during a Perfect Dodge to activate:  Launch a series of attacks on enemies in front, dealing Physical DMG and Fire DMG.  Character is invulnerable while using this skill.",回避反撃：反撃のチャンス,『極限回避』後に  を押して発動： 前方の敵に連続攻撃を放ち、物理属性ダメージと炎属性ダメージを与える。 スキル発動中、無敵効果を得る。
Quick Assist: Searing Slash,"When the active character is launched, press  to activate:  Unleash a series of attacks on enemies in front, dealing Physical DMG and Fire DMG.  Character is invulnerable while using this skill.",クイック支援：焦痕斬り,操作しているメンバーが吹き飛ばされた時に、  を押して発動： 前方の敵に連続攻撃を放ち、物理属性ダメージと炎属性ダメージを与える。 スキル発動中、無敵効果を得る。
Defensive Assist: Blazing Gunblade,"When the on-field character is about to be attacked, press  to activate:  Parries the enemy's attack, dealing massive Daze.  Character is invulnerable while using this skill.",パリィ支援：焔刃と烈銃,出場中のメンバーが攻撃されそうになった時に、  を押して発動： 敵の攻撃をパリィし、ブレイク値を大量に蓄積させる。 スキル発動中、無敵効果を得る。
Assist Follow-Up: Boiling Pierce,"Press  after a Defensive Assist to activate:  Unleash multiple attacks against enemies in front, dealing Fire DMG.  Character is invulnerable while using this skill.",支援突撃：煮えたぎる刺突,『パリィ支援』発動後、 を押して発動： 前方の敵に複数段の攻撃を放ち、炎属性ダメージを与える。 スキル発動中、無敵効果を得る。
Special Attack: Blazing Chamber,"Press  to activate:  Thrust forward and perform a tail attack, dealing Fire DMG.  Anti-Interrupt level is increased while using this skill.",特殊スキル：熱血全開, を押して発動： 前方に突き刺し攻撃を放ち、尻尾で攻撃を行い、炎属性ダメージを与える。 スキル発動中、中断耐性レベルがアップする。
Special Attack: Corrosive Flash,"Automatically triggers during ally attacks:  Unleashes 4 laser Aftershock attacks, dealing Fire DMG.  Triggers once per 5s.  Upon activating this skill, restore 20 Bottled Heat.  Character is invulnerable while using this skill.",特殊スキル：蝕光一閃,他のメンバーが攻撃を行った時に自動で発動： ビームによる追加攻撃を4回行い、炎属性ダメージを与える。 5秒に1回のみ発動可能。 スキル発動時、「蓄炎」を20Pt獲得する。 スキル発動中、無敵効果を得る。
EX Special Attack: Watch Your Step,"With enough Energy, press  to activate:  Perform a sweeping laser attack forward, dealing Fire DMG.  After using this skill, immediately follow up with the powerful fire blade from the Basic Attack.  Upon activating this skill, restore 20 Bottled Heat.  Character is invulnerable while using this skill.",強化特殊スキル：足元注意,エネルギーが十分な時、を押して発動： 前方にビームを発射し、炎属性ダメージを与える。 スキル発動後、そのまま通常攻撃の強力な炎刃攻撃に繋げることが可能。 スキル発動時、「蓄炎」を20Pt獲得する。 スキル発動中、無敵効果を得る。
EX Special Attack: Crimson Vortex,"When off-field with 60 or more Energy, automatically triggers during ally attacks:  Performs a sweeping laser attack in an area around, dealing Fire DMG.  Upon activating this skill, restore 20 Bottled Heat.  Character is invulnerable while using this skill.",強化特殊スキル：灼紅の渦,控えにいる、かつエネルギーが60Pt以上の時、他のメンバーが攻撃を行うと自動で発動： 周囲にビームを発射し、炎属性ダメージを与える。 スキル発動時、「蓄炎」を20Pt獲得する。 スキル発動中、無敵効果を得る。
EX Special Attack: Heat Charge,"When Bottled Heat is greater than or equal to 100, hold  to activate:  Consume 100 Bottled Heat to continuously fire a laser forward, dealing Fire DMG.  When firing begins, triggers Quick Assist.  After continuous firing for a period, firepower increases, greatly boosting the skill's Interrupt Level.  When attacked during firing, will parry enemy attacks and immediately increase firepower.  When maximum firing duration is reached, automatically activates EX Special Attack: Fiery Eruption.  During the low firepower phase, Anti-Interrupt Level increases and DMG taken is reduced by 40%, while character is invulnerable during the high firepower phase.",強化特殊スキル：蓄熱チャージ,「蓄炎」が100Pt以上の時、を長押しして発動： 「蓄炎」を100Pt消費し、前方に持続的にビームを発射して炎属性ダメージを与える。 発射開始時、『クイック支援』が発動可能になる。 持続発射から一定時間が経過すると火力が増大し、スキルの中断レベルが大幅にアップする。 発射中に攻撃を受けた場合、敵の攻撃をパリィし、即座に火力がアップする。 最大発射時間に達した時、『強化特殊スキル：烈炎噴射』が自動的に発動する。 低火力期間中、中断耐性レベルがアップし、受けるダメージ-40%。高火力期間中、無敵効果を得る。
EX Special Attack: Fiery Eruption,"Automatically activates after EX Special Attack: Heat Charge reaches maximum firing time:  Performs a spinning attack forward, then fires a laser ahead dealing Fire DMG.  Character is invulnerable while using this skill.",強化特殊スキル：烈炎噴射,『強化特殊スキル：蓄熱チャージ』の発射が最大継続時間になると自動で発動： 前方に回転攻撃を繰り出した後、ビームを放ち、炎属性ダメージを与える。 スキル発動中、無敵効果を得る。
Chain Attack: Overheated Barrel,"When a Chain Attack is triggered, select the character to activate:  Perform a spinning attack forward, then fire a laser ahead, dealing Fire DMG.  Upon activating this skill, restore 20 points of Bottled Heat.  Character is invulnerable while using this skill.",連携スキル：過熱銃身,『連携スキル』開始時に、対応するエージェントを選択して発動： 前方に回転攻撃を繰り出し、その後ビームを放ち、炎属性ダメージを与える。 スキル発動時、「蓄炎」を20Pt獲得する。 スキル発動中、無敵効果を得る。
Ultimate: Dance with Fire,"When Decibel Rating is at Maximum, press  to activate:  Perform a spinning attack forward, then fire a laser ahead, dealing Fire DMG. When leaping into the air, a Quick Assist will be triggered. If the Quick Assist is activated, Orphie & Magus will extend the laser firing duration.  Upon activating this skill, recover 20 Bottled Heat.  Character is invulnerable while using this skill.",終結スキル：灼炎と舞う,デシベルレートが『Maximum』に達した時に  を押して発動： 前方に回転攻撃を繰り出した後、ビームを放ち、炎属性ダメージを与える。 高く跳んだ時、『クイック支援』が発動可能になる。『クイック支援』を発動すると、ビームの継続時間は延長される。 スキル発動時、「蓄炎」を20Pt獲得する。 スキル発動中、無敵効果を得る。
Core Passive: Taming Wind and Fire,"Orphie & Magus's CRIT Rate increases by 12.5%, and Aftershock DMG increases by 42.5%.  Orphie & Magus initially gain 100 Bottled Heat, up to a maximum of 125.  When Orphie & Magus are off-field, if Special Attack: Corrosive Flash is available and Energy is greater than or equal to 60, consume 30 Energy to automatically trigger EX Special Attack: Crimson Vortex instead.  When the laser from EX Special Attack: Heat Charge hits enemies, all squad members gain Zeroed In for 12s. Repeated triggers reset the duration. Zeroed In increases Agent ATK by 130. When Orphie & Magus's initial Energy Regen is greater than or equal to 1.6, for every 0.1 initial Energy Regen above this threshold, ATK increases by an additional 20. The total increase from both initial and additional ATK increases cannot exceed 340. When an Agent with Zeroed In triggers Aftershock, their Zeroed In duration extends by 4s, up to a maximum extension of 20s.  The fire blade attack from Basic Attack: High-Pressure Flamethrower, EX Special Attack: Watch Your Step, EX Special Attack: Crimson Vortex, EX Special Attack: Heat Charge, EX Special Attack: Fiery Eruption, Chain Attack: Overheated Barrel, and Ultimate: Dance With Fire all count as Aftershock DMG, and using these skills counts as triggering Aftershock.     *Stats shown are at Base level.",コアパッシブ：風と炎を御して,オルペウス＆「鬼火」の会心率+12.5/14.6/16.7/18.8/20.8/22.9/25%、『追加攻撃』の与ダメージ+42.5/49.6/56.7/63.7/70.8/77.9/85%。 オルペウス＆「鬼火」はスキル発動時に「蓄炎」を100Pt獲得する、最大125Ptまで所持可能。 オルペウス＆「鬼火」が控えにいる時、『特殊スキル：蝕光一閃』が発動可能、かつエネルギーが60Pt以上の場合、30Ptを消費して『強化特殊スキル：灼紅の渦』を自動で発動する。 『強化特殊スキル：蓄熱チャージ』のビームが敵に命中すると、メンバー全員が「フォーカス」効果を獲得する、継続時間12秒、重複して発動すると継続時間が更新される。「フォーカス」を所持しているメンバーの攻撃力+130/155/180/205/230/255/280Pt。オルペウス＆「鬼火」の開幕エネルギー自動回復が1.6Pt以上の場合、1.6を超えた分のエネルギー自動回復0.1Ptにつき、攻撃力が追加で+20Pt。攻撃力アップは基本と追加分を合わせて最大340/400/460/520/580/640/700Ptまでアップ可能。「フォーカス」を所持しているメンバーが『追加攻撃』を発動すると、自身の「フォーカス」効果が4秒延長する、最大20秒まで延長可能。 『通常攻撃：高圧火炎』の炎刃攻撃、『強化特殊スキル：足元注意』、『強化特殊スキル：灼紅の渦』、『強化特殊スキル：蓄熱チャージ』、『強化特殊スキル：烈炎噴射』、『連携スキル：過熱銃身』、『終結スキル：灼炎と舞う』が与えるダメージは全て追加攻撃ダメージとみなされ、上記のスキルは全て『追加攻撃』とみなされる。
Additional Ability: Forged in Flames,When another character in your squad is a Stun or Support character:  Aftershock DMG dealt by Agents with Zeroed In ignores 25% DEF.,追加能力：溶炉鍛心,チームに[撃破]または[支援]のメンバーがいる時に発動： 「フォーカス」を持つメンバーの『追加攻撃』ダメージは敵の防御力を25%無視する。
Dreamweave,"Upon entering the battlefield, Evelyn immediately gains 1500 Decibels. Enemies affected by Binding Seal will be Bound . When Evelyn attacks Bound enemies, she ignores 12% of their DEF. When Evelyn uses Special Attack: Binding Sunder - First Form or EX Special Attack: Binding Sunder - Final Form , the Bound effect spreads to all enemies hit by the skill. This spread Bound effect lasts for 10s. The distant, blurred light seemed to be a dream she had crafted, an unreachable future. It wasn't about atonement, but a yearning for freedom. ""You want it too, don't you? A real life."" An anonymous former coworker once asked Evelyn.",織りなす夢,フィールド入場時、イヴリンは即座にデシベル値を1500Pt獲得する。 「纏わりつく牽制」状態に入った敵は「束縛」効果を付与される。 イヴリンが「束縛」効果を付与された敵を攻撃する時、ターゲットの防御力を12%無視する。 『特殊スキル：縛裂式・I型』または『強化特殊スキル：縛裂式・終型』を発動した時、命中した敵全員に「束縛」効果を付与する。この方法で付与された「束縛」効果は10秒継続する。 遠くおぼろげな光は彼女が創り出した夢であり、触れることのできない未来のように思えた。 それは贖罪ではなく、自由への渇望… 「きみだって、心の中では憧れてるんでしょ？『ほんとの日常』ってやつ」——イヴリンのとある元同僚の言葉
Dance of Fire,"Evelyn's ATK increases by 15%. When Evelyn uses Basic Attack: Garrote - First Form or Basic Attack: Garrote - Second Form , the Burning Embers consumed will be returned. This effect can trigger once every 25s. When Evelyn consumes Burning Tether Point to trigger Chain Attack: Lunalux - Snare , the skill's Interrupt Level increases. ""To me, that light was unfamiliar, something I should have steered clear of, but it broke through every barrier, as though it was trying to remind me that beyond the darkness, there was something worth chasing."" When Evelyn recalls the first time she met Astra Yao, there's a rare softness in her tone.",飛んで火に舞う,イヴリンの攻撃力+15%。 『通常攻撃：絞式・I型』または『通常攻撃：絞式・II型』を発動した時、消費した「燎火」が返還される、25秒に1回のみ発動可能。 「燎索ポイント」を消費して『連携スキル：輝夜の糸・絆』を発動した時、スキルの中断レベルがアップする。 「あんな輝きがあることを、私は知らなかった。触れてはならないと思っていたが…その輝きはあらゆる壁を壊し私の心に直接触れた――そのとき思い出したんだ、暗闇の外にも、追い求めるに値するものがあるのだと」 初めてアストラと出会ったときを回想するイヴリンの声はいつになく優しげだった。
Metamorphosis,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2. At that moment, she frees herself from her restraints and becomes her truest self. The tightened ropes snap, and the chains turn into a broken cocoon. Evelyn stands at the boundary of rebirth, and in her cold, sharp gaze, there is the flicker of a faint, soft glow.",繭を破る,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 その瞬間、彼女は自らを縛るものから解放され、「本当の自分」になった。 張りつめていた縄は千切れ、かつての鎖——いわば繭は、ついに破られた。 生まれ変わったイヴリンの鋭い目つきには、しかし柔らかい光が僅かに宿っていた。
Fate's Melody,"Upon activating a Chain Attack or Ultimate , Evelyn immediately gains a shield equal to 10% of her Max HP. While this shield exists, Evelyn's CRIT DMG increases by 40%. ""You know, Eve? Every time I meet someone important to me, my heart goes 'thump-thump!'"" Evelyn sighs, signaling that it was getting late. Astra quickly fastens the back of her gown and rushed out the door. ""Thump thump,"" Evelyn mutters to herself, left alone in the dressing room.",運命の音,『連携スキル』または『終結スキル』発動時、 イヴリンは即座に自身のHP上限10%分のシールドを生成する。 このシールドがある時、イヴリンの会心ダメージ+40%。 「あのねイヴ、私…誰かに会って、『あっ、この人は私の人生で大切な人になる…』ってとき胸の中で『ドクン』って音がするの！」 イヴリンはため息をつき、時間がないんだぞ、と催促し それを聞いたアストラはファスナーを閉め、慌てて部屋を出る。 一人メイク室に残されたイヴリンは、小さい声で反芻した。 「…ドクン」
Crimson Threads Like the Dawn,"Basic Attack , Dodge , Assist , Special Attack , and Chain Attack Lv. +2. Her threads, dyed crimson like the clouds at dawn. After each attack, she spins elegantly, blazing flames scattering like the morning light. No words are needed — Evelyn's protection has turned into a radiant flame.",朝焼け色の糸,『通常攻撃』、『回避』、『支援スキル』、『特殊スキル』、『連携スキル』のスキルレベル+2 イヴリンが操る糸は、朝焼けに染まった雲と同じ色をしていた。 攻撃のたびに颯爽と身を翻し、朝焼けの如き火花を散らす。 言葉はいらない。彼女の「守る」という決意は、とうに燃え盛る光と化していた。
